CTSB	0.675149700598803	0.62372933251684	1
HIGD1A	0.239161676646707	0.558144519289651	1
EIF1	0.232694610778443	0.511298224127373	1
RPL37	0.280119760479042	0.454531537048377	1
RPS3A	0.39814371257485	0.479883649724434	1
TBCA	0.586766467065868	0.399418248622168	1
MAP1B	0.702095808383234	0.467207593386405	1
RPL21	0.298443113772455	0.47106552357624	1
CHI3L1	0.678383233532934	0.778597672994489	1
PFN2	0.504850299401198	0.757103490508267	1
ATP6V1F	0.626646706586826	0.318952847519902	1
MARCKSL1	0.757604790419162	0.319503980404164	1
NES	0.660059880239521	0.73946723821188	1
RPL13A	0.424011976047904	0.483741579914268	1
ALDOA	0.645508982035928	0.561451316595224	1
TUBA1B	0.572215568862276	0.511849357011635	1
NDUFA1	0.426167664670659	0.244549908144519	1
PRCP	0.670838323353294	0.425872627066748	1
MIF	0.444491017964072	0.650734843845683	1
CALM2	0.39437125748503	0.749387630128598	1
CLTA	0.498383233532934	0.639712186160441	1
NDUFAB1	0.51185628742515	0.336037966932027	1
HLA-B	0.55497005988024	0.7973361910594	1
MT1X	0.21059880239521	0.708603796693203	1
RPS7	0.337245508982036	0.464451928965095	1
H3F3B	0.250479041916168	0.688763012859767	1
MAGED1	0.701556886227545	0.385088793631353	1
TUBB	0.593233532934132	0.568616044090631	1
PTPRZ1	0.827125748502994	0.507440293937538	1
NBPF3	0.31622754491018	0.21313533374158	1
FXYD6	0.778083832335329	0.323361910593999	1
ATP5O	0.518862275449102	0.354776484996938	1
VSIG4	0.828203592814371	0.537752602571953	1
VIM	0.572754491017964	0.757103490508267	1
CNN3	0.348023952095808	0.832608695652174	1
ATP5B	0.545808383233533	0.423116962645438	1
HMGN3	0.277425149700599	0.834813227189222	1
PLP1	0.784011976047904	0.577985303123086	1
RPL36AL	0.314610778443114	0.382333129210043	1
DDAH1	0.866467065868263	0.681047152480098	1
BAALC	0.835209580838323	0.599479485609308	1
RPS13	0.372814371257485	0.482639314145744	1
CAPN2	0.689700598802395	0.466105327617881	1
SERF2	0.196047904191617	0.317299448867116	1
BNIP3L	0.648203592814371	0.324464176362523	1
UQCRQ	0.499461077844311	0.315646050214329	1
MXRA7	0.846526946107784	0.845835884874464	1
RGCC	0.746826347305389	0.568064911206369	1
PFDN5	0.481137724550898	0.45783833435395	1
NDUFB1	0.495149700598802	0.176760563380282	1
TPT1	0.290359281437126	0.514605021432946	1
LDHA	0.580299401197605	0.489804041641151	1
RPL11	0.429940119760479	0.41319657072872	1
UQCR10	0.499461077844311	0.25777709736681	1
HMGN2	0.41377245508982	0.858511941212492	1
UBA52	0.399221556886228	0.53169014084507	1
RPL24	0.350179640718563	0.370208205756277	1
SRPX	0.272035928143713	0.167942437232088	1
RPS10	0.340479041916168	0.388946723821188	1
RPLP0	0.418083832335329	0.488150642988365	1
IFITM3	0.637964071856288	0.84197795468463	1
RPS3	0.435329341317365	0.446815676668708	1
PKM	0.524790419161677	0.496968769136558	1
HOPX	0.81688622754491	0.448469075321494	1
ACTG1	0.514550898203593	0.62097366809553	1
CD63	0.684850299401198	0.516809552969994	1
SRI	0.774311377245509	0.375168401714636	1
NDUFA13	0.52748502994012	0.202112676056338	1
CYCS	0.544191616766467	0.448469075321494	1
C3	0.716646706586826	0.622627066748316	1
SERPINE2	0.595928143712575	0.85520514390692	1
RPS2	0.422934131736527	0.446815676668708	1
ATP5J2	0.589461077844311	0.299663196570729	1
C1orf61	0.183652694610778	0.845835884874464	1
HSD17B12	0.591077844311377	0.150306184935701	1
RPL18	0.397604790419162	0.377924066135946	1
CKB	0.658982035928144	0.690416411512554	1
LGALS3	0.616946107784431	0.70529699938763	1
ATP5F1	0.577604790419162	0.321708511941213	1
RPS16	0.384670658682635	0.471616656460502	1
HLA-DPA1	0.59377245508982	0.723484384568279	1
RPL10A	0.369580838323353	0.429179424372321	1
EIF4A1	0.369580838323353	0.53940600122474	1
GPX4	0.450958083832335	0.682700551132884	1
GABARAPL2	0.65251497005988	0.289742804654011	1
CCT4	0.470898203592814	0.529485609308022	1
ARF4	0.520479041916168	0.740569503980404	1
HNRNPK	0.362035928143713	0.602786282914881	1
RHOB	0.670838323353294	0.683251684017146	1
CFL1	0.57437125748503	0.652939375382731	1
HIST1H4C	0.32	0.712461726883037	1
GABARAP	0.690778443113773	0.349265156154317	1
HLA-DRB1	0.569520958083832	0.721830985915493	1
RPLP1	0.352335329341317	0.523974280465401	1
PFN1	0.545808383233533	0.747183098591549	1
RPL36	0.293592814371258	0.437446417636252	1
NGRN	0.515089820359281	0.145345988977342	1
CYB5R3	0.648203592814371	0.526729944886712	1
CAMK2N1	0.183652694610778	0.167942437232088	1
SNRPD2	0.449341317365269	0.380128597672995	1
NFKBIA	0.373892215568862	0.639712186160441	1
SEC61G	0.303832335329341	0.396662584200857	1
PTN	0.773233532934132	0.412094304960196	1
MGST3	0.269880239520958	0.714666258420086	1
SRGN	0.753832335329341	0.533343539497857	1
EIF4A2	0.319461077844311	0.537752602571953	1
EIF3K	0.274730538922156	0.424770361298224	1
HLA-E	0.585149700598802	0.798438456827924	1
LTF	0.713952095808383	0.67112676056338	1
A2M	0.706407185628742	0.61050214329455	1
MEST	0.830898203592814	0.561451316595224	1
PTGDS	0.625029940119761	0.820483772198408	1
FAM127A	0.227844311377246	0.21313533374158	1
NDUFA3	0.470898203592814	0.187232088181261	1
PSMC2	0.318383233532934	0.568616044090631	1
CSRP2	0.371197604790419	0.84197795468463	1
CNBP	0.263952095808383	0.332180036742192	1
